"STATE"	"IDCENSUS"	"NAME"	"CONUM"	"ENROLL"	"TOTALREV"	"TFEDREV"	"TSTREV"	"TLOCREV"	"TOTALEXP"	"TCURISAL"	"TCURIBEN"	"PPCSTOT"	"PPSALWG"	"PPEMPBEN"	"PPITOTAL"	"PPISALWG"	"PPIEMBEN"
"7788"	"NH"	30500870100000	"SANBORN REGIONAL SCHOOL DISTRICT"	33015	1506	34005	1349	7118	25538	32608	11231	5351	19750	10676	5305	11886	7458	3553
"7789"	"NH"	30500870200000	"TIMBERLANE REGIONAL SCHOOL DIST"	33015	3678	64631	2358	19396	42877	62888	24590	10707	16446	9241	4064	10583	6686	2911
"7790"	"NH"	30500900100000	"BARRINGTON SCH DIST"	33017	1379	21875	757	6691	14427	21978	4810	2461	10263	5281	2631	5925	3488	1785
"7791"	"NH"	30500900200000	"FARMINGTON TOWN SCH DIST"	33017	991	16735	1851	7582	7302	16280	5415	2198	16037	8322	3550	8956	5464	2218
"7793"	"NH"	30500900400000	"MILTON TOWN SCH DIST"	33017	565	10119	701	3975	5443	9565	3157	1596	15966	7628	3924	10083	5588	2825
"7794"	"NH"	30500900600000	"OYSTER RIVER COOP SCH DIST"	33017	1977	40473	1158	9471	29844	40200	15324	6174	18923	11111	4656	11726	7751	3123
"7795"	"NH"	30500900700000	"ROLLINSFORD TOWN SCH DIST"	33017	272	5300	83	1195	4022	5160	1184	557	13037	6143	2971	7585	4353	2048
"7796"	"NH"	30500900800000	"STRAFFORD TOWN SCH DIST"	33015	624	10302	82	3362	6858	9978	2372	1186	10026	5107	2479	6178	3801	1901
"7797"	"NH"	30501000300000	"CLAREMONT SCHOOL DISTRICT"	33019	1788	34157	2937	15085	16135	34012	11031	5685	18006	8795	4387	11678	6169	3180
"7798"	"NH"	30501000400000	"CORNISH SCHOOL DISTRICT"	33019	149	3695	74	1182	2439	3259	560	268	15007	5752	2591	7208	3758	1799
"7799"	"NH"	30501000500000	"CROYDON TOWN SCH DIST"	33019	64	1230	23	501	706	1120	157	61	6938	2688	1000	3922	2453	953
"7800"	"NH"	30501000600000	"LEMPSTER SCHOOL DISTRICT"	33019	144	3182	174	934	2074	3148	969	358	17597	8535	3271	9813	6729	2486
"7801"	"NH"	30501000700000	"GRANTHAM TOWN SCH DIST"	33019	427	8026	84	1297	6645	7592	1609	782	10166	5745	2614	5899	3768	1831
"7802"	"NH"	30501000900000	"NEWPORT TOWN SCH DIST"	33019	866	17110	1363	8199	7548	16184	5248	2590	17469	8741	4105	10413	6060	2991
"7803"	"NH"	3.0501001e+13	"PLAINFIELD SCHOOL DIST"	33019	298	5787	163	1352	4272	6006	1726	874	14802	7980	3755	9594	5792	2933
"7804"	"NH"	30501001200000	"SUNAPEE TOWN SCH DIST"	33019	397	11435	349	3049	8037	10935	3739	1757	26655	14937	7136	15511	9418	4426
"7805"	"NH"	30501001300000	"UNITY SCHOOL DIST"	33019	165	3680	174	1425	2081	3408	492	265	13739	4218	2073	8012	2982	1606
"7806"	"NH"	30501001400000	"WASHINGTON TOWN SCH DIST"	33011	134	2543	70	606	1867	2089	344	92	7739	3709	948	3657	2567	687
"7808"	"NJ"	31000000030000	"PATERSON CITY SCHOOL DISTRICT"	34031	28362	638873	36045	538912	63916	646870	175206	81340	16599	9398	4732	9568	6177	2868
"7809"	"NJ"	31000000030100	"JERSEY CITY SCHOOL DISTRICT"	34017	30063	747268	43270	576411	127587	756468	244879	113855	20388	12078	5544	12607	8146	3787
"7810"	"NJ"	31000000030200	"NEWARK CITY PUBLIC SCHOOLS"	34013	40889	1143241	75073	921852	146316	1160380	250227	118081	18276	10698	5174	9631	6120	2888
"7811"	"NJ"	31100100130100	"ATLANTIC COUNTY VOCATIONAL SCHOOL"	34001	1425	24339	1459	5694	17186	24795	7808	3779	15937	8809	4331	8891	5479	2652
"7813"	"NJ"	31100200230100	"BERGEN COUNTY VOCATIONAL SCHOOL"	34003	2057	82458	7624	13455	61379	86648	22525	10924	35127	19232	9733	18221	10950	5311
"7816"	"NJ"	31100300330100	"BURLINGTON COUNTY VOCATIONAL SCHOOL DISTRICT"	34005	2063	44370	1705	17857	24808	43584	12049	5530	19300	9794	4772	9490	5841	2681
"7818"	"NJ"	31100400430100	"CAMDEN COUNTY VOCATIONAL SCHOOL DISTRICT"	34007	2085	55768	3537	30339	21892	47659	16000	7778	21465	11987	6118	12531	7674	3730
"7819"	"NJ"	31100500530100	"CAPE MAY COUNTY VOCATIONAL SCHOOL DISTRICT"	34009	597	18991	641	2976	15374	17217	5191	2677	25430	14755	7442	14585	8695	4484
"7820"	"NJ"	31100500530200	"CAPE MAY COUNTY SPECIAL SERVICES DISTRICT"	34009	231	19311	413	1433	17465	18841	4357	2299	79970	36156	18628	29753	18861	9952
"7822"	"NJ"	31100700730100	"ESSEX COUNTY VOCATIONAL SCHOOL"	34013	2188	125910	4292	25193	96425	81095	16486	6638	20730	11840	4986	11482	7535	3034
"7823"	"NJ"	31100800830100	"GLOUCESTER COUNTY VOCATIONAL-TECHNICAL SCHOOL"	34015	1322	23135	1185	9593	12357	23281	7385	3104	16626	9038	4102	9156	5586	2348
"7824"	"NJ"	31100800830200	"GLOUCESTER COUNTY SPECIAL SERVICES SCHOOL DISTRICT"	34015	680	63648	2414	3620	57614	65216	11490	7252	92606	32084	18888	31653	16897	10665
"7825"	"NJ"	31100900930100	"HUDSON COUNTY VOCATIONAL SCHOOLS"	34017	2019	69258	5680	27003	36575	78228	19105	8396	26973	18636	7772	14552	9463	4158
"7827"	"NJ"	31101101130100	"MERCER COUNTY VOCATIONAL SCHOOLS"	34021	230	19185	450	5136	13599	16761	3278	1502	53704	30526	14035	23609	14252	6530
"7829"	"NJ"	31101201230100	"MIDDLESEX COUNTY VOCATIONAL SCHOOL DISTRICT"	34023	1978	47702	2761	18275	26666	56674	13669	6934	22559	12956	6313	11685	6911	3506
"7830"	"NJ"	31101301330100	"MONMOUTH COUNTY VOCATIONAL SCHOOLS"	34025	1710	46410	1051	13138	32221	47139	16357	8154	25654	15129	7381	16039	9565	4768
"7832"	"NJ"	31101401430100	"MORRIS COUNTY VOCATIONAL SCHOOL DISTRICT"	34027	821	22058	1571	3087	17400	22661	6529	2231	23972	13593	4939	14210	7952	2717
"7833"	"NJ"	31101501530100	"OCEAN COUNTY VOCATIONAL SCHOOL"	34029	616	34573	1128	9031	24414	32345	8972	3900	41571	27425	13000	24552	14565	6331
"7834"	"NJ"	31101601630100	"PASSAIC COUNTY VOCATIONAL SCHOOLS"	34031	3357	83273	5042	27972	50259	84692	29240	11175	23028	13578	5467	13427	8710	3329
"7835"	"NJ"	31101701730100	"SALEM COUNTY VOCATIONAL EDUCATION SCHOOL DISTRICT"	34033	731	12601	1036	5637	5928	15374	2872	1471	14785	6423	3379	8554	3929	2012
"7837"	"NJ"	31101801830100	"SOMERSET COUNTY VOCATIONAL SCHOOLS"	34035	360	19848	488	3145	16215	18834	5233	2002	43744	25306	10814	23083	14536	5561
"7838"	"NJ"	31101901930100	"SUSSEX COUNTY VOCATIONAL SCHOOL DISTRICT"	34037	753	18035	545	5907	11583	17159	5505	2486	21284	11652	5583	11774	7311	3301
"7840"	"NJ"	31102002030300	"UNION COUNTY VOCATIONAL TECHNICAL SCHOOLS"	34039	1411	26286	1071	8126	17089	27919	9712	4428	17183	9634	4400	11216	6883	3138
"7841"	"NJ"	31102102130100	"WARREN COUNTY VOCATIONAL SCHOOL"	34041	478	12730	522	4983	7225	11563	2985	1718	20040	10713	5730	10590	6245	3594
"7843"	"NJ"	31200100330100	"BRIGANTINE CITY SCHOOL SYSTEM"	34001	668	23035	728	5118	17189	22801	6705	2921	24207	14394	6504	15046	10037	4373
"7844"	"NJ"	31200100630100	"EGG HARBOR CITY SCHOOL DISTRICT"	34001	526	11748	1602	6593	3553	11079	3927	1804	18570	10586	5340	11740	7466	3430
"7845"	"NJ"	31200101030100	"LINWOOD CITY SCHOOL DISTRICT"	34001	836	15983	260	3242	12481	15632	5830	2835	17362	10337	5202	10811	6974	3391
"7846"	"NJ"	31200101230100	"MARGATE CITY SCHOOL DISTRICT"	34001	474	15573	260	1858	13455	15680	4631	2018	24076	14194	6384	14888	9770	4257
"7847"	"NJ"	31200101530100	"PORT REPUBLIC CITY SCHOOL DISTRICT"	34001	125	3047	73	1262	1712	2992	825	340	16864	9824	4200	9912	6600	2720
"7848"	"NJ"	31200101730100	"VENTNOR CITY SCHOOL DISTRICT"	34001	767	23992	1090	3985	18917	24412	6061	2698	19837	11034	5205	12078	7902	3518
"7849"	"NJ"	31200201530100	"ENGLEWOOD CITY SCHOOL DISTRICT"	34003	3174	77466	3801	19459	54206	78487	23875	10186	20807	10604	4545	12265	7522	3209
"7850"	"NJ"	31200300130100	"BEVERLY CITY SCHOOL DISTRICT"	34005	298	9153	493	5642	3018	8971	2104	841	19520	10705	4530	11185	7060	2822
"7851"	"NJ"	31200700430100	"EAST ORANGE CITY SCHOOL DISTRICT"	34013	10261	261911	14511	224786	22614	265701	78500	32665	21427	12936	5670	11516	7650	3183
"7852"	"NJ"	31200900130100	"BAYONNE CITY SCHOOL DISTRICT"	34017	9767	146626	9928	70708	65990	154545	64384	25451	14850	9001	3752	9860	6592	2606
"7853"	"NJ"	31200900430100	"HARRISON CITY SCHOOL DISTRICT"	34017	2488	50523	3258	35724	11541	52539	16000	7881	17289	10026	4891	10206	6431	3168
"7854"	"NJ"	31200900930100	"UNION CITY SCHOOLS"	34017	13762	268139	18712	227063	22364	265459	74327	35452	15907	8963	4494	8432	5401	2576
"7855"	"NJ"	31200901030100	"WEST NEW YORK TOWN SCHOOLS"	34017	8516	152550	11950	124951	15649	153578	51007	24516	15303	9164	4553	9122	5990	2879
"7856"	"NJ"	31201100530100	"TRENTON SCHOOL DISTRICT"	34021	13631	335674	18794	293510	23370	337201	83505	43560	16833	8940	4894	10166	6126	3196
"7857"	"NJ"	31201200930100	"NEW BRUNSWICK CITY SCHOOL DISTRICT"	34023	10295	211176	15785	160068	35323	213540	59769	33123	17269	8950	4855	9872	5806	3217
"7858"	"NJ"	31202001230100	"SUMMIT CITY SCHOOL DISTRICT"	34039	4122	80807	1952	9947	68908	81403	32855	12629	17693	11375	4569	11646	7971	3064
"7859"	"NJ"	31300760330100	"MONTCLAIR PUBLIC SCHOOLS"	34013	6735	136142	3292	21142	111708	137111	50036	17551	18623	11922	4518	10450	7429	2606
"7860"	"NJ"	31300761430100	"IRVINGTON TOWNSHIP SCHOOLS"	34013	7565	173431	11614	143091	18726	174514	44178	21475	17717	9540	4699	9801	5840	2839
"7861"	"NJ"	31300761530100	"ORANGE CITY TOWNSHIP SCHOOL DISTRICT"	34013	5697	115348	8013	94081	13254	115015	34140	15324	17211	9790	4529	9695	5993	2690
"7862"	"NJ"	31301200830100	"EDISON TOWNSHIP SCHOOL DISTRICT"	34023	15204	278463	7594	46394	224475	282030	102139	41589	15249	9306	3906	9826	6718	2735
"7863"	"NJ"	31500100100000	"BUENA REGIONAL SCH DIST"	34001	1939	42425	3048	23960	15417	41994	14681	6982	19553	10691	5310	11845	7571	3601
"7864"	"NJ"	31500100200000	"EGG HARBOR TWP SCH DIST"	34001	7469	144049	5586	56629	81834	139545	44149	24333	16635	9450	5320	9792	5911	3258
"7865"	"NJ"	31500100300000	"FOLSOM BORO SCHOOL DIST"	34001	504	8583	318	6314	1951	8435	2336	1065	12893	7113	3383	7478	4635	2113
"7866"	"NJ"	31500100400000	"GALLOWAY TWP SCHOOL DIST"	34001	3333	68539	3884	31580	33075	64074	23277	12301	17442	10120	5567	11050	6984	3691
"7867"	"NJ"	31500100500000	"HAMILTON TWP SCH DIST"	34001	3204	54096	3824	28845	21427	50122	18070	8399	15005	8451	4108	8684	5640	2621
"7868"	"NJ"	31500100600000	"HAMMONTON TOWN SCH DIST"	34001	3645	54454	2810	21630	30014	52924	19610	8417	13415	8010	3456	8176	5380	2309
"7869"	"NJ"	31500100800000	"MULLICA TWP SCH DIST"	34001	721	12793	1144	7071	4578	12552	4983	2024	16327	9802	4301	10492	6911	2807
"7870"	"NJ"	31500100900000	"WEYMOUTH TWP SCH DIST"	34001	173	5439	217	2898	2324	4960	1174	642	19607	10983	6046	11092	6786	3711
"7871"	"NJ"	31500140200000	"ATLANTIC CITY SCH DISTRICT"	34001	7338	167782	15238	58592	93952	169938	61338	31811	20537	11723	6375	13283	8359	4335
"7872"	"NJ"	31500150100000	"GREATER EGG HARBOR REG HIGH SCHOOL DIST"	34001	3386	77068	2288	38614	36166	82404	22355	10740	18563	10206	4748	10482	6602	3172
"7873"	"NJ"	31500150200000	"MAINLAND REG HIGH SCHOOL DIST"	34001	1338	32940	1072	11593	20275	30727	11140	4800	20345	12244	5395	12479	8326	3587
"7874"	"NJ"	31500150300000	"PLEASANTVILLE CITY SCHOOL DIST"	34001	3850	99819	6542	82357	10920	98334	30968	15357	22385	12690	6348	12998	8044	3989
"7875"	"NJ"	31500160100000	"ABSECON SCHOOL DISTRICT"	34001	861	15631	1015	3152	11464	15543	5242	2455	14002	8202	4009	9526	6088	2851
"7876"	"NJ"	31500170100000	"ESTELL MANOR SCHOOL DIST"	34001	175	5806	143	3183	2480	6168	1246	566	19217	11097	5086	11091	7120	3234
"7877"	"NJ"	31500190100000	"NORTHFIELD CITY SCHOOL DIST"	34001	913	18047	590	6820	10637	19097	6618	2800	16083	9777	4318	10875	7249	3067
"7878"	"NJ"	31500190200000	"SOMERS POINT CITY SCH DIST"	34001	1012	19439	925	8000	10514	19021	7014	3529	17517	10203	5289	10966	6931	3487
"7879"	"NJ"	31500200100000	"ALLENDALE BORO SCH DIST"	34003	915	20058	265	2540	17253	17434	5795	2528	16988	10043	4486	9948	6333	2763
"7880"	"NJ"	31500200200000	"ALPINE BORO SCH DIST"	34003	222	6747	82	623	6042	9930	1783	819	22635	12658	6122	12923	8032	3689
"7881"	"NJ"	31500200300000	"BERGENFIELD BORO SCH DIST"	34003	3527	70947	2299	17663	50985	69769	22756	9512	17798	10387	4243	10983	6452	2697
"7882"	"NJ"	31500200400000	"BOGOTA BORO SCH DIST"	34003	1198	24371	1048	7953	15370	22022	7367	2995	15240	8429	3482	9708	6149	2500
"7883"	"NJ"	31500200500000	"CARLSTADT BORO SCH DIST"	34003	575	14173	388	1436	12349	11967	4031	1832	18047	10398	4849	10800	7010	3186
"7884"	"NJ"	31500200600000	"CLIFFSIDE PK SCH DIST"	34003	3047	51509	2925	8952	39632	50973	19654	8440	15278	8973	4063	9874	6450	2770
"7885"	"NJ"	31500200700000	"CLOSTER BORO SCH DIST"	34003	1118	21658	276	2852	18530	21659	8405	3482	17419	10860	4572	11466	7518	3114
"7886"	"NJ"	31500200800000	"CRESSKILL BORO SCH DIST"	34003	1783	33136	532	4651	27953	32185	13077	5104	16473	10454	4168	10937	7334	2863
"7887"	"NJ"	31500200900000	"DEMAREST BORO SCH DIST"	34003	685	15386	167	1871	13348	15061	4769	2163	19285	11010	5064	11283	6962	3158
"7888"	"NJ"	3.1500201e+13	"DUMONT BORO SCH DIST"	34003	2594	50707	1016	13889	35802	48154	17473	7308	16032	9956	4217	10189	6736	2817
"7889"	"NJ"	31500201100000	"ELMWOOD PARK BORO SCH DIST"	34003	2643	44052	2084	6933	35035	47782	11266	5387	12260	6866	3327	6885	4263	2038
"7890"	"NJ"	31500201200000	"EAST RUTHERFORD BORO SCH DIST"	34003	869	17774	618	2424	14732	17285	6544	2573	17910	10928	4446	11296	7530	2961
"7891"	"NJ"	31500201300000	"EDGEWATER BORO SCH DIST"	34003	917	22982	608	1565	20809	22903	4669	1447	13089	7628	2664	7357	5092	1578
"7892"	"NJ"	31500201400000	"EMERSON SCHOOL DISTRICT"	34003	1215	22625	398	2848	19379	22644	7631	3637	16526	9385	4545	10197	6281	2993
"7893"	"NJ"	31500201500000	"ENGLEWOOD CLIFFS BORO SCHOOL DIST"	34003	555	13624	217	1700	11707	12996	4097	1935	20025	11497	5681	11816	7382	3486
"7894"	"NJ"	31500201600000	"FAIR LAWN BORO SCH DIST"	34003	4853	101550	2027	14820	84703	104462	35986	13671	18055	11568	4560	10817	7415	2817
"7895"	"NJ"	31500201700000	"FAIRVIEW BORO SCH DIST"	34003	1333	25546	1836	9704	14006	25899	6492	2803	12644	7362	3368	7644	4870	2103
"7896"	"NJ"	31500201800000	"FORT LEE BORO SCH DIST"	34003	3774	73002	2081	9724	61197	79723	24293	10756	16862	9582	4383	9979	6437	2850
"7897"	"NJ"	31500201900000	"FRANKLIN LAKES BORO SCH"	34003	1151	32777	338	4208	28231	31613	12421	5788	26633	15061	7308	16964	10791	5029
"7898"	"NJ"	3.1500202e+13	"GLEN ROCK BORO SCH DIST"	34003	2471	53716	579	6928	46209	52642	16324	6773	18936	10102	4241	10320	6606	2741
"7899"	"NJ"	31500202100000	"HARRINGTON PARK BORO SCH"	34003	659	13483	159	1888	11436	13588	4774	2306	17106	10085	5129	11140	7244	3499
"7900"	"NJ"	31500202200000	"HASBROUCK HEIGHTS BORO SCHOOL DIST"	34003	1900	34727	813	4888	29026	33724	11983	5094	15785	9083	4028	9600	6307	2681
"7901"	"NJ"	31500202300000	"HAWORTH BORO SCH DIST"	34003	424	10250	92	1338	8820	9520	3534	1462	20790	12526	5356	12415	8335	3448
"7902"	"NJ"	31500202400000	"HILLSDALE BORO SCH DIST"	34003	1222	24648	564	3500	20584	23998	9376	3616	18271	11182	4473	11023	7673	2959
"7903"	"NJ"	31500202500000	"HOHOKUS BORO SCH DIST"	34003	625	15517	177	1811	13529	15157	4207	1801	16499	10050	4512	9931	6731	2882
"7904"	"NJ"	31500202600000	"LEONIA BORO SCH DIST"	34003	1844	37366	811	7530	29025	35065	13040	5534	17678	10803	4687	10588	7072	3001
"7905"	"NJ"	31500202700000	"LITTLE FERRY BORO SCH DIST"	34003	994	22943	807	3272	18864	22630	6152	2482	15526	8937	3711	9426	6189	2497
"7906"	"NJ"	31500202800000	"LODI BORO SCH DIST"	34003	3411	63357	2810	20724	39823	62497	17488	7842	13452	7742	3545	8001	5127	2299
"7907"	"NJ"	31500202900000	"LYNDHURST TWP SCH DIST"	34003	2484	44254	1341	6697	36216	43596	15777	6835	16178	9584	4289	9684	6351	2752
"7908"	"NJ"	3.1500203e+13	"MAHWAH TWP SCH DIST"	34003	3044	71093	1244	8839	61010	65740	22134	9713	19159	10529	4815	11092	7271	3191
"7909"	"NJ"	31500203100000	"MAYWOOD BORO SCH DIST"	34003	974	24197	520	2837	20840	22122	6242	2555	14717	8692	3697	10120	6409	2623
"7910"	"NJ"	31500203200000	"MIDLAND PARK SCH DIST"	34003	1014	24918	441	3086	21391	27576	8011	3389	20249	12643	5440	12032	7900	3342
"7911"	"NJ"	31500203300000	"MONTVALE BORO SCHOOL DIST"	34003	1010	18892	339	2409	16144	18202	6750	2921	16385	9546	4255	10099	6683	2892
"7912"	"NJ"	31500203400000	"MOONACHIE BORO SCH DIST"	34003	426	8875	294	1015	7566	8997	2337	1053	14887	7589	3547	8397	5486	2472
"7913"	"NJ"	31500203500000	"NEW MILFORD BORO SCH DIST"	34003	2012	39564	1005	5927	32632	39186	12412	5406	17469	10237	4571	9513	6169	2687
"7914"	"NJ"	31500203600000	"NORTH ARLINGTONORTH BORO SCH DIST"	34003	1804	30201	983	4818	24400	27521	9951	3859	13300	8109	3069	8138	5516	2139
"7915"	"NJ"	31500203700000	"NORTHERN VALLEY REG HIGH SCHOOL DISTRICT"	34003	2489	88550	831	8982	78737	86563	22727	8892	31560	15602	5958	13374	9131	3573
"7916"	"NJ"	31500203800000	"NORTHVALE BORO SCH DIST"	34003	536	11105	124	1421	9560	10777	3595	1585	16929	9606	4338	10366	6707	2957
"7917"	"NJ"	31500203900000	"NORWOOD BORO SCH DIST"	34003	603	11849	210	1574	10065	11460	3818	1710	15811	9181	4305	9877	6332	2836
"7918"	"NJ"	3.1500204e+13	"OAKLAND BORO SCH DIST"	34003	1538	32484	486	4085	27913	32015	11207	5296	19075	11236	5363	11367	7287	3443
"7919"	"NJ"	31500204100000	"OLD TAPPAN BORO SCH DIST"	34003	726	16329	159	2196	13974	14336	5474	2269	17236	10365	4410	11263	7540	3125
"7920"	"NJ"	31500204200000	"ORADELL BORO SCH DIST"	34003	778	15116	221	1652	13243	12836	4431	1973	14733	8686	3963	8879	5695	2536
"7921"	"NJ"	31500204300000	"PALISADES PARK BORO SCH DIST"	34003	1680	29149	1803	4865	22481	28056	11528	4956	15557	9239	4203	10489	6862	2950
"7922"	"NJ"	31500204400000	"PARAMUS BORO SCH DIST"	34003	3916	102020	2062	13031	86927	98338	32872	15066	22302	13179	6138	12999	8394	3847
"7923"	"NJ"	31500204500000	"PARK RIDGE BORO SCH DIST"	34003	1261	33214	521	4185	28508	30202	10392	4239	21358	12993	5495	12490	8241	3362
"7924"	"NJ"	31500204600000	"PASCACK VALLEY REG HIGH SCHOOL DIST"	34003	2116	60744	517	6408	53819	58277	17978	6667	24591	13716	5170	13365	8496	3151
"7925"	"NJ"	31500204700000	"RAMAPO-INDIAN HILLS REG HIGH SCHOOL DIST"	34003	2290	60665	638	6071	53956	58018	17786	6568	20758	12121	4634	11852	7767	2868
"7926"	"NJ"	31500204800000	"RAMSEY BORO SCH DIST"	34003	2867	64396	985	8098	55313	60363	24131	9229	19922	12169	4894	12098	8417	3219
"7927"	"NJ"	31500204900000	"RIDGEFIELD BORO SCH DIST"	34003	1486	41220	1143	7282	32795	44548	15686	6209	26881	16457	6923	15779	10556	4178
"7928"	"NJ"	3.1500205e+13	"RIDGEFIELD PARK VIL SCHOOL D"	34003	2078	44331	1626	12811	29894	43084	17039	7529	19998	12391	5608	12170	8200	3623
"7929"	"NJ"	31500205100000	"RIDGEWOOD TWP SCHOOL DISTRICT"	34003	5738	114327	1376	15028	97923	109116	40185	14705	17049	10080	3843	10153	7003	2563
"7930"	"NJ"	31500205200000	"RIVER EDGE BORO SCH DIST"	34003	1157	20578	489	3428	16661	19381	7830	3210	15594	9736	4287	10226	6768	2774
"7931"	"NJ"	31500205300000	"RIVER VALE TWP SCH DIST"	34003	1202	25028	232	2994	21802	23152	8052	3585	17252	10362	4677	10288	6699	2983
"7932"	"NJ"	31500205400000	"ROCHELLE PARK SCH DIST"	34003	475	14127	290	1788	12049	16624	3707	1552	18884	10653	4623	12051	7804	3267
"7933"	"NJ"	31500205600000	"RUTHERFORD BORO SCH DIST"	34003	2543	49998	743	8598	40657	47929	17458	7052	16205	9792	4053	10279	6865	2773
"7934"	"NJ"	31500205700000	"SADDLE BROOK TWP SCH DIST"	34003	1758	37881	814	5038	32029	37296	10732	4746	17548	10181	4593	9554	6105	2700
"7935"	"NJ"	31500205800000	"SADDLE RIVER BORO SCH DIST"	34003	182	9308	124	882	8302	11485	1785	864	29527	17115	8874	15451	9808	4747
"7936"	"NJ"	31500205900000	"SOUTH HACKENSACK TWP SCH DIST"	34003	358	8942	162	827	7953	8558	1905	906	14939	7872	3883	8723	5321	2531
"7937"	"NJ"	3.1500206e+13	"TEANECK TWP SCH DIST"	34003	3760	105616	2532	15332	87752	102951	32363	13695	22580	12438	5530	13329	8607	3642
"7938"	"NJ"	31500206100000	"TENAFLY BORO SCH DIST"	34003	3666	77024	1028	11483	64513	74776	26391	10701	17954	10934	4673	11035	7199	2919
"7939"	"NJ"	31500206300000	"UPPER SADDLE RIVER SCH DIST"	34003	1236	26390	359	3381	22650	24901	8368	4196	18518	10495	5427	10909	6770	3395
"7940"	"NJ"	31500206400000	"WALDWICK BORO SCH DIST"	34003	1600	33311	486	4391	28434	31550	11985	5530	17761	10971	5169	11605	7491	3456
"7941"	"NJ"	31500206500000	"WALLINGTON BORO SCH DIST"	34003	1363	21790	722	5179	15889	22430	6958	3244	12770	7299	3550	7977	5105	2380
"7942"	"NJ"	31500206600000	"WESTWOOD REGIONAL SCH DIST"	34003	2790	59872	1203	8129	50540	57398	18746	7988	18212	10847	4743	10049	6719	2863
"7943"	"NJ"	31500206700000	"WOODCLIFF LAKE SCHOOL DIST"	34003	791	18298	196	2868	15234	17964	5498	2370	19217	11308	4932	10633	6951	2996
"7944"	"NJ"	31500206800000	"WOOD-RIDGE SCHOOL DIST"	34003	1245	26226	521	7488	18217	27354	7000	2810	14643	8462	3460	8382	5622	2257
"7945"	"NJ"	31500206900000	"WYCKOFF TWP SCH DIST"	34003	2140	43952	528	5743	37681	42538	15276	6852	18059	10661	4886	10813	7138	3202
"7946"	"NJ"	31500220100000	"HACKENSACK SCHOOL DISTRICT"	34003	5762	115686	5938	25671	84077	114341	42499	16410	17787	10890	4463	11241	7376	2848
"7947"	"NJ"	31500250100000	"RIVER DELL REGIONAL HIGH SCH DIST"	34003	1659	35856	527	4535	30794	33808	12353	5000	18513	11212	4602	11414	7446	3014
"7948"	"NJ"	31500260100000	"GARFIELD SCHOOL DISTRICT"	34003	5041	108901	4734	75346	28821	111195	39256	16978	19560	11668	5226	11457	7787	3368
"7949"	"NJ"	31500270100000	"NORTHERN HIGHLANDS REG HIGH SCHOOL DIST"	34003	1372	32927	310	4451	28166	34921	11063	4196	21122	11836	4607	13213	8063	3058
"7950"	"NJ"	31500280100000	"CARLSTODT-EAST RUTHERFORD REGIONAL HIGH SCHOOL DISTRICT"	34003	504	15102	265	1472	13365	15167	4167	1819	23425	12589	5425	12829	8268	3609
"7951"	"NJ"	31500300100000	"BASS RIVER TWP SCH DIST"	34005	110	2732	95	1171	1466	2752	1095	512	24373	13718	6709	16127	9955	4655
"7952"	"NJ"	31500300200000	"CHESTERFIELD TWP SCH DIST"	34005	761	12197	210	1797	10190	11849	3664	1753	13104	7565	3633	7411	4815	2304
"7953"	"NJ"	31500300300000	"CINNAMINSON TWP SCH DIST"	34005	2480	51861	1047	14469	36345	83333	17005	6807	17766	11016	4582	10188	6857	2745
"7954"	"NJ"	31500300400000	"DELANCO TWP SCH DIST"	34005	406	9772	337	3145	6290	9331	2430	1132	16818	9175	4416	9601	5985	2788
"7955"	"NJ"	31500300500000	"DELRAN TWP SCH DIST"	34005	3059	52509	1758	17910	32841	51028	17277	8473	14979	8002	4075	8896	5648	2770
"7956"	"NJ"	31500300600000	"EASTAMPTON TWP SCH DIST"	34005	610	11540	415	5811	5314	11070	3992	1950	16364	9766	4820	10030	6544	3197
"7957"	"NJ"	31500300700000	"EDGEWATER PARK TWP SCH DIST"	34005	858	21525	979	8217	12329	18586	5310	2642	16868	9432	4865	9661	6189	3079
"7958"	"NJ"	31500300800000	"EVESHAM TWP SCH DIST"	34005	4523	89038	2208	23058	63772	86116	30930	14726	17614	10361	5115	10462	6838	3256
"7959"	"NJ"	3.1500301e+13	"FLORENCE TWP SCH DIST"	34005	1642	32946	1257	12202	19487	30987	9494	5084	16199	8590	4650	9465	5782	3096
"7960"	"NJ"	31500301100000	"HAINESPORT TWP SCH DIST"	34005	626	11178	300	2548	8330	10430	3758	1788	15393	8391	4053	9573	6003	2856
"7961"	"NJ"	31500301200000	"LUMBERTON TWP SCH DIST"	34005	1418	27807	871	11351	15585	26104	9356	4262	16992	9906	4649	10002	6598	3006
"7962"	"NJ"	31500301300000	"MANSFIELD TWP SCH DIST"	34005	641	13286	211	1772	11303	12139	3914	1750	16821	9821	4072	9399	6106	2730
"7963"	"NJ"	31500301400000	"MAPLE SHADE TWP SCH DIST"	34005	2208	41231	1976	12738	26517	39693	15045	6496	16907	9884	4457	10546	6814	2942
"7964"	"NJ"	31500301500000	"MEDFORD TWP SCH DIST"	34005	2751	58514	997	10029	47488	52216	16928	7893	17597	10098	4626	10265	6153	2869
"7965"	"NJ"	31500301600000	"MEDFORD LAKES BOROUGH SCH DIST"	34005	540	8476	141	1980	6355	7836	3322	1415	13994	8565	3746	9306	6152	2620
